,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
1124,Nabire,84,ID,1587949022,81,-3.37,135.48,79.79,2.57
1125,Guozhen,0,CN,1587949023,16,34.37,107.36,69.48,5.23
1126,Nioro,69,GM,1587949023,28,13.35,-15.75,83.16,10.16
1127,Mobile,20,US,1587949023,33,30.78,-88.2,71.6,10.29
1128,Andijan,2,UZ,1587949023,72,40.78,72.34,59.0,4.47
1129,Manokwari,80,ID,1587949023,64,-0.87,134.08,85.62,1.88
1130,Okha,86,RU,1587948982,96,53.57,142.95,30.34,10.04
1131,Kayes,93,ML,1587949023,32,14.0,-11.0,98.6,4.7
1132,Butembo,65,CD,1587949024,64,0.15,29.28,58.28,3.31
1133,Bismarck,75,US,1587949024,24,46.81,-100.78,71.6,19.46
1134,Burley,1,US,1587949024,30,42.54,-113.79,69.8,10.29
1135,Richards Bay,94,ZA,1587949024,75,-28.78,32.04,68.32,11.3
1136,Joshīmath,84,IN,1587949024,26,30.57,79.57,48.15,4.03
1137,Marawi,75,PH,1587948652,79,8.0,124.29,82.99,5.01
